시도 구분,시군구 구분,특수진료실 구분1,특수진료실 구분2,병실 수,병상 수
강원,태백시,특수진료실,수술실,8,8
강원,삼척시,특수진료실,수술실,8,8
충북,괴산군,특수진료실,수술실,2,2
충북,단양군,특수진료실,수술실,1,1
충북,보은군,특수진료실,수술실,4,4
충북,영동군,특수진료실,수술실,4,4
충북,옥천군,특수진료실,수술실,6,7
충북,음성군,특수진료실,수술실,6,6
충북,진천군,특수진료실,수술실,6,6
충북,증평군,특수진료실,수술실,1,1
충북,청주시 상당구,특수진료실,수술실,28,29
충북,청주시 흥덕구,특수진료실,수술실,37,38
충북,청주시 청원구,특수진료실,수술실,19,19
충북,청주시 서원구,특수진료실,수술실,33,33
충북,충주시,특수진료실,수술실,35,35
충북,제천시,특수진료실,수술실,18,18
충남,금산군,특수진료실,수술실,6,6
충남,당진시,특수진료실,수술실,19,19
충남,부여군,특수진료실,수술실,2,2
충남,서천군,특수진료실,수술실,7,5
충남,예산군,특수진료실,수술실,14,14
충남,청양군,특수진료실,수술실,4,4
충남,홍성군,특수진료실,수술실,7,7
충남,태안군,특수진료실,수술실,2,2
충남,천안시 서북구,특수진료실,수술실,69,71
충남,천안시 동남구,특수진료실,수술실,66,70
충남,공주시,특수진료실,수술실,16,16
충남,보령시,특수진료실,수술실,10,10
충남,아산시,특수진료실,수술실,29,29
충남,서산시,특수진료실,수술실,22,23
충남,논산시,특수진료실,수술실,5,7
충남,계룡시,특수진료실,수술실,4,4
전북,고창군,특수진료실,수술실,5,5
전북,무주군,특수진료실,수술실,1,1
전북,부안군,특수진료실,수술실,7,10
전북,순창군,특수진료실,수술실,0,0
전북,완주군,특수진료실,수술실,5,5
전북,임실군,특수진료실,수술실,2,2
전북,장수군,특수진료실,수술실,0,0
전북,진안군,특수진료실,수술실,3,4
전북,군산시,특수진료실,수술실,34,34
전북,남원시,특수진료실,수술실,14,16
전북,익산시,특수진료실,수술실,42,43
전북,전주시 완산구,특수진료실,수술실,97,102
전북,전주시 덕진구,특수진료실,수술실,73,74
전북,정읍시,특수진료실,수술실,12,14
전북,김제시,특수진료실,수술실,10,10
전남,강진군,특수진료실,수술실,5,5
전남,고흥군,특수진료실,수술실,7,8
전남,곡성군,특수진료실,수술실,1,1
전남,구례군,특수진료실,수술실,3,2
전남,담양군,특수진료실,수술실,4,4
전남,무안군,특수진료실,수술실,9,8
전남,보성군,특수진료실,수술실,2,2
전남,신안군,특수진료실,수술실,2,2
전남,영광군,특수진료실,수술실,7,7
전남,영암군,특수진료실,수술실,3,3
전남,완도군,특수진료실,수술실,1,2
전남,장성군,특수진료실,수술실,4,4
전남,장흥군,특수진료실,수술실,4,4
전남,진도군,특수진료실,수술실,2,2
전남,함평군,특수진료실,수술실,5,5
전남,해남군,특수진료실,수술실,8,8
전남,화순군,특수진료실,수술실,18,19
전남,나주시,특수진료실,수술실,9,9
전남,목포시,특수진료실,수술실,79,82
전남,순천시,특수진료실,수술실,75,77
전남,여수시,특수진료실,수술실,46,49
전남,광양시,특수진료실,수술실,10,12
경북,고령군,특수진료실,수술실,3,3
경북,군위군,특수진료실,수술실,0,0
경북,봉화군,특수진료실,수술실,1,1
경북,성주군,특수진료실,수술실,5,5
경북,영덕군,특수진료실,수술실,5,6
경북,영양군,특수진료실,수술실,0,0
경북,예천군,특수진료실,수술실,4,5
경북,울릉군,특수진료실,수술실,1,1
경북,울진군,특수진료실,수술실,5,5
경북,의성군,특수진료실,수술실,5,5
경북,청도군,특수진료실,수술실,4,4
경북,청송군,특수진료실,수술실,2,2
경북,칠곡군,특수진료실,수술실,2,2
경북,경주시,특수진료실,수술실,29,34
경북,구미시,특수진료실,수술실,59,61
경북,김천시,특수진료실,수술실,7,10
경북,안동시,특수진료실,수술실,39,39
경북,영주시,특수진료실,수술실,19,20
경북,영천시,특수진료실,수술실,10,11
경북,포항시 남구,특수진료실,수술실,63,63
경북,포항시 북구,특수진료실,수술실,59,60
경북,문경시,특수진료실,수술실,6,6
경북,상주시,특수진료실,수술실,11,11
경북,경산시,특수진료실,수술실,25,26
경남,거창군,특수진료실,수술실,6,8
경남,고성군,특수진료실,수술실,2,3
경남,남해군,특수진료실,수술실,2,2
경남,산청군,특수진료실,수술실,0,0
경남,의령군,특수진료실,수술실,1,1
경남,창녕군,특수진료실,수술실,6,6
경남,하동군,특수진료실,수술실,7,9
경남,함안군,특수진료실,수술실,3,4
경남,함양군,특수진료실,수술실,4,4
경남,합천군,특수진료실,수술실,3,3
경남,김해시,특수진료실,수술실,98,101
경남,사천시,특수진료실,수술실,5,6
경남,진주시,특수진료실,수술실,61,69
경남,창원시 마산회원구,특수진료실,수술실,43,66
경남,창원시 마산합포구,특수진료실,수술실,29,32
경남,창원시 진해구,특수진료실,수술실,20,21
경남,창원시 의창구,특수진료실,수술실,26,33
경남,창원시 성산구,특수진료실,수술실,39,45
경남,통영시,특수진료실,수술실,16,22
경남,밀양시,특수진료실,수술실,12,13
경남,거제시,특수진료실,수술실,30,35
경남,양산시,특수진료실,수술실,67,70
제주,서귀포시,특수진료실,수술실,12,12
제주,제주시,특수진료실,수술실,88,88
서울,강남구,특수진료실,회복실,807,1311
서울,강동구,특수진료실,회복실,28,85
서울,강서구,특수진료실,회복실,59,127
서울,관악구,특수진료실,회복실,39,63
서울,구로구,특수진료실,회복실,27,70
서울,도봉구,특수진료실,회복실,20,51
서울,동대문구,특수진료실,회복실,28,88
서울,동작구,특수진료실,회복실,11,39
서울,마포구,특수진료실,회복실,30,49
서울,서대문구,특수진료실,회복실,11,49
서울,성동구,특수진료실,회복실,19,43
서울,성북구,특수진료실,회복실,39,108
서울,영등포구,특수진료실,회복실,63,168
서울,용산구,특수진료실,회복실,7,16
서울,은평구,특수진료실,회복실,57,95
서울,종로구,특수진료실,회복실,40,92
서울,중구,특수진료실,회복실,26,70
서울,송파구,특수진료실,회복실,56,184
서울,중랑구,특수진료실,회복실,55,121
서울,양천구,특수진료실,회복실,26,50
서울,서초구,특수진료실,회복실,197,308
서울,노원구,특수진료실,회복실,19,64
서울,광진구,특수진료실,회복실,50,57
서울,강북구,특수진료실,회복실,40,72
서울,금천구,특수진료실,회복실,22,32
부산,남구,특수진료실,회복실,23,43
부산,동구,특수진료실,회복실,14,31
부산,동래구,특수진료실,회복실,24,89
부산,진구,특수진료실,회복실,129,226
부산,북구,특수진료실,회복실,14,33
부산,서구,특수진료실,회복실,17,58
부산,영도구,특수진료실,회복실,7,17
부산,중구,특수진료실,회복실,12,25
부산,해운대구,특수진료실,회복실,59,141
부산,사하구,특수진료실,회복실,22,50
부산,금정구,특수진료실,회복실,12,29
부산,강서구,특수진료실,회복실,3,4
부산,연제구,특수진료실,회복실,20,47
부산,수영구,특수진료실,회복실,14,32
부산,사상구,특수진료실,회복실,5,19
부산,기장군,특수진료실,회복실,7,19
대구,남구,특수진료실,회복실,24,69
대구,동구,특수진료실,회복실,18,40
대구,북구,특수진료실,회복실,53,77
대구,서구,특수진료실,회복실,10,14
대구,수성구,특수진료실,회복실,46,105
대구,중구,특수진료실,회복실,98,162
대구,달서구,특수진료실,회복실,59,100
대구,달성군,특수진료실,회복실,15,24
인천,미추홀구,특수진료실,회복실,38,104
인천,동구,특수진료실,회복실,12,30
인천,부평구,특수진료실,회복실,33,85
인천,중구,특수진료실,회복실,5,23
인천,서구,특수진료실,회복실,29,64
인천,남동구,특수진료실,회복실,52,121
인천,연수구,특수진료실,회복실,37,58
인천,계양구,특수진료실,회복실,21,42
인천,강화군,특수진료실,회복실,5,9
인천,옹진군,특수진료실,회복실,0,0
광주,동구,특수진료실,회복실,18,58
광주,북구,특수진료실,회복실,43,54
광주,서구,특수진료실,회복실,92,126
광주,광산구,특수진료실,회복실,51,104
광주,남구,특수진료실,회복실,25,48
대전,유성구,특수진료실,회복실,17,33
대전,대덕구,특수진료실,회복실,9,12
대전,서구,특수진료실,회복실,107,198
대전,동구,특수진료실,회복실,28,39
대전,중구,특수진료실,회복실,13,49
울산,남구,특수진료실,회복실,50,111
울산,동구,특수진료실,회복실,13,31
울산,중구,특수진료실,회복실,9,19
울산,북구,특수진료실,회복실,7,17
울산,울주군,특수진료실,회복실,6,10
세종,세종시,특수진료실,회복실,22,45
경기,가평군,특수진료실,회복실,7,18
경기,양평군,특수진료실,회복실,7,15
경기,여주시,특수진료실,회복실,4,6
경기,연천군,특수진료실,회복실,1,1
경기,광명시,특수진료실,회복실,39,55
경기,동두천시,특수진료실,회복실,9,17
경기,부천시,특수진료실,회복실,75,180
경기,성남시 수정구,특수진료실,회복실,18,41
경기,성남시 중원구,특수진료실,회복실,11,14
경기,성남시 분당구,특수진료실,회복실,55,137
경기,수원시 권선구,특수진료실,회복실,26,62
경기,수원시 장안구,특수진료실,회복실,16,34
경기,수원시 팔달구,특수진료실,회복실,43,92
경기,수원시 영통구,특수진료실,회복실,30,66
경기,안양시 만안구,특수진료실,회복실,25,44
경기,안양시 동안구,특수진료실,회복실,54,141
경기,의정부시,특수진료실,회복실,14,37
경기,과천시,특수진료실,회복실,4,6
경기,구리시,특수진료실,회복실,33,82
경기,안산시 단원구,특수진료실,회복실,34,105
경기,안산시 상록구,특수진료실,회복실,15,40
경기,평택시,특수진료실,회복실,49,88
경기,하남시,특수진료실,회복실,9,13
경기,군포시,특수진료실,회복실,9,33
경기,남양주시,특수진료실,회복실,48,102
경기,의왕시,특수진료실,회복실,3,5
경기,시흥시,특수진료실,회복실,33,67
경기,오산시,특수진료실,회복실,20,50
경기,고양시 덕양구,특수진료실,회복실,17,43
경기,고양시 일산 서구,특수진료실,회복실,23,52
경기,고양시 일산 동구,특수진료실,회복실,43,88
경기,용인기흥구,특수진료실,회복실,18,31
경기,용인수지구,특수진료실,회복실,19,44
경기,용인처인구,특수진료실,회복실,11,27
경기,이천시,특수진료실,회복실,24,43
경기,파주시,특수진료실,회복실,32,79
경기,김포시,특수진료실,회복실,36,82
경기,안성시,특수진료실,회복실,9,22
경기,화성시,특수진료실,회복실,61,133
경기,광주시,특수진료실,회복실,24,58
경기,양주시,특수진료실,회복실,8,16
경기,포천시,특수진료실,회복실,8,18
강원,고성군,특수진료실,회복실,0,0
강원,양구군,특수진료실,회복실,2,5
강원,양양군,특수진료실,회복실,3,0
강원,영월군,특수진료실,회복실,5,7
강원,인제군,특수진료실,회복실,2,2
강원,정선군,특수진료실,회복실,3,5
강원,철원군,특수진료실,회복실,3,4
강원,평창군,특수진료실,회복실,1,1
강원,홍천군,특수진료실,회복실,8,28
강원,화천군,특수진료실,회복실,0,0
강원,횡성군,특수진료실,회복실,4,11
강원,강릉시,특수진료실,회복실,11,35
강원,동해시,특수진료실,회복실,9,17
강원,속초시,특수진료실,회복실,9,13
강원,원주시,특수진료실,회복실,57,92
강원,춘천시,특수진료실,회복실,34,88
강원,태백시,특수진료실,회복실,4,7
강원,삼척시,특수진료실,회복실,4,4
충북,괴산군,특수진료실,회복실,3,6
충북,단양군,특수진료실,회복실,1,1
충북,보은군,특수진료실,회복실,3,10
충북,영동군,특수진료실,회복실,2,2
충북,옥천군,특수진료실,회복실,6,10
충북,음성군,특수진료실,회복실,6,16
충북,진천군,특수진료실,회복실,6,18
충북,증평군,특수진료실,회복실,1,1
충북,청주시 상당구,특수진료실,회복실,17,33
충북,청주시 흥덕구,특수진료실,회복실,23,50
충북,청주시 청원구,특수진료실,회복실,18,42
충북,청주시 서원구,특수진료실,회복실,35,55
충북,충주시,특수진료실,회복실,42,69
충북,제천시,특수진료실,회복실,13,18
충남,금산군,특수진료실,회복실,8,22
